product_id,product_name,category,subcategory,brand,supplier,cost_price,selling_price,profit_margin,stock_quantity,reorder_level,warehouse_location,weight_kg,dimensions_cm,color,size,material,rating_average,review_count,launch_date,status,is_featured,warranty_months
1023,Product_Home_1023,Home,General,BrandD,Supplier1,220.11,654.76,66.38,347,77,WH-East,21.52,51x39x96,,XS,Cotton,4.6,775,2015-05-08,Discontinued,True,6
1024,Product_Food_1024,Food,Snacks,BrandA,Supplier3,448.71,905.44,50.44,503,38,WH-South,47.17,32x37x8,Gold,XL,Glass,2.0,2184,2021-06-05,Active,False,12
1025,Product_Food_1025,Food,Frozen,BrandD,Supplier4,42.6,58.7,27.43,89,63,WH-East,45.85,9x58x52,Pink,XXL,Wood,3.5,2459,2019-01-20,Limited Stock,True,12
1026,Product_Sports_1026,Sports,General,BrandG,Supplier5,388.14,500.8,22.5,972,48,WH-North,46.91,61x94x71,Red,XL,Mixed,1.6,3595,2017-01-16,Discontinued,False,0
1027,Product_Garden_1027,Garden,General,BrandB,Supplier3,122.83,294.21,58.25,903,75,WH-South,38.38,85x85x5,Orange,L,Wood,3.1,3617,2015-12-04,Discontinued,False,6
1028,Product_Clothing_1028,Clothing,Shoes,BrandA,Supplier2,59.81,111.44,46.33,58,22,WH-West,40.19,42x82x17,Purple,M,Leather,3.3,2776,2021-07-15,Out of Stock,False,0
1029,Product_Electronics_1029,Electronics,Phones,BrandE,Supplier1,443.18,802.49,44.77,792,72,WH-Central,2.31,90x30x92,White,L,Plastic,1.3,2386,2021-07-04,Out of Stock,True,24
1030,Product_Food_1030,Food,Fresh,BrandE,Supplier3,55.32,103.13,46.36,451,26,WH-North,49.77,29x15x16,Silver,XXL,Metal,1.3,4217,2018-05-31,Limited Stock,True,6
1031,Product_Food_1031,Food,Fresh,BrandD,Supplier5,252.65,455.43,44.52,916,40,WH-East,46.34,76x93x51,Red,M,Plastic,4.8,4550,2019-01-16,Out of Stock,True,36
1032,Product_Electronics_1032,Electronics,Phones,BrandD,Supplier5,381.27,1025.75,62.83,630,76,WH-Central,1.17,52x89x60,Silver,M,Plastic,4.9,2694,2018-10-13,Discontinued,True,36
1033,Product_Beauty_1033,Beauty,General,BrandA,Supplier4,117.41,282.59,58.45,830,98,WH-South,3.61,72x73x47,Green,S,Leather,3.3,3185,2017-03-02,Out of Stock,False,24
1034,Product_Toys_1034,Toys,General,BrandD,Supplier1,188.91,313.19,39.68,416,76,WH-East,22.62,9x43x61,Silver,One Size,,4.5,1888,2017-09-07,Limited Stock,True,0
1035,Product_Clothing_1035,Clothing,Shoes,BrandG,Supplier2,17.37,,37.79,941,36,WH-South,38.95,85x82x8,Orange,S,Leather,3.7,1702,2023-01-16,Limited Stock,True,6
1036,Product_Food_1036,Food,Beverages,BrandC,Supplier3,44.98,112.24,59.93,404,91,WH-North,5.7,22x9x39,Purple,XXL,Synthetic,3.8,4943,2020-11-03,Out of Stock,True,6
1037,Product_Electronics_1037,Electronics,Cameras,BrandF,Supplier1,90.49,129.95,30.37,498,34,,2.42,23x54x12,White,M,Glass,1.4,3164,2023-04-02,Limited Stock,False,0
1038,Product_Electronics_1038,Electronics,Tablets,BrandB,Supplier5,437.61,667.42,34.43,352,98,WH-East,23.89,45x6x12,Black,XXL,Cotton,2.6,1069,2018-04-18,Out of Stock,False,36
1039,Product_Home_1039,Home,General,BrandA,Supplier5,332.46,926.27,64.11,530,95,WH-East,44.2,65x27x15,Orange,XXL,Cotton,4.4,,2019-12-21,Discontinued,True,0
1040,Product_Electronics_1040,Electronics,Laptops,BrandF,Supplier2,282.87,628.58,55.0,252,68,WH-East,13.32,18x45x77,Green,XS,Cotton,,2961,2024-11-15,Discontinued,True,12
1041,Product_Toys_1041,Toys,General,BrandA,Supplier4,10.71,14.38,25.52,459,88,WH-West,16.65,34x94x9,Purple,S,Plastic,2.3,4559,2023-08-23,Out of Stock,False,12
1042,Product_Sports_1042,Sports,General,BrandD,Supplier5,185.15,377.5,50.95,974,16,WH-North,8.61,52x17x81,,XL,Mixed,3.4,3494,2023-10-09,Out of Stock,False,0
1043,Product_Beauty_1043,Beauty,General,BrandB,Supplier1,123.93,286.25,56.71,72,95,WH-South,10.79,,Purple,XS,Wood,3.0,250,2019-05-31,Discontinued,False,0
1044,Product_Home_1044,Home,General,BrandG,Supplier2,292.02,504.84,42.16,875,45,WH-East,28.61,45x51x44,Gold,XS,Mixed,1.4,4004,2024-12-17,Active,True,36
1045,Product_Food_1045,Food,Frozen,BrandE,Supplier4,178.49,325.3,45.13,914,89,WH-North,19.63,9x66x54,Green,,Synthetic,1.8,4672,2018-07-26,Active,False,0
1046,Product_Sports_1046,Sports,General,BrandC,Supplier2,82.24,136.09,39.57,848,84,WH-East,,32x50x41,Silver,XXL,Glass,3.8,3135,2023-06-14,Active,False,0
1047,Product_Toys_1047,Toys,General,BrandA,Supplier1,36.93,100.23,63.15,94,54,WH-North,3.86,43x74x47,Gold,S,Mixed,3.3,4096,2016-02-24,Out of Stock,False,24
1048,Product_Home_1048,Home,General,BrandE,Supplier1,181.46,472.19,61.57,922,25,WH-Central,5.42,46x12x80,Gold,M,Cotton,4.0,226,2019-11-30,Limited Stock,True,6
1049,Product_Books_1049,Books,Comics,BrandH,Supplier1,328.54,821.37,60.0,566,77,WH-North,10.39,23x74x33,Pink,XS,Wood,3.7,,2015-07-20,Discontinued,False,36
1050,Product_Home_1050,Home,General,BrandF,Supplier1,277.31,339.97,18.43,303,84,WH-East,14.55,98x43x99,Gold,XL,Plastic,4.7,381,2020-07-07,Out of Stock,True,0
1051,Product_Furniture_1051,Furniture,Chairs,BrandA,Supplier5,,264.34,42.23,,87,WH-South,48.81,30x85x94,Orange,S,Wood,2.6,14,2021-08-05,Limited Stock,True,0
1052,Product_Home_1052,Home,General,BrandD,Supplier1,30.73,60.48,49.19,,78,WH-North,33.99,24x12x12,Pink,XXL,Plastic,2.8,,,Discontinued,False,6
1053,Product_Beauty_1053,Beauty,General,BrandF,Supplier5,335.61,437.64,23.31,778,44,WH-West,38.26,49x95x52,Purple,XL,Leather,1.8,3652,2017-07-03,Out of Stock,False,24
1054,Product_Books_1054,Books,Non-Fiction,BrandB,Supplier2,410.29,,60.27,95,,WH-West,47.45,26x84x97,Blue,L,Synthetic,3.2,1320,2020-11-09,Discontinued,True,36
1055,,Beauty,General,BrandG,Supplier3,206.89,340.48,39.24,407,46,WH-North,48.19,16x20x10,Pink,One Size,Mixed,3.5,972,2015-08-05,Active,True,6
1056,Product_Beauty_1056,Beauty,General,BrandA,Supplier1,196.31,295.27,33.52,531,12,WH-East,25.64,75x44x30,,S,Wood,4.0,2667,2017-11-15,Limited Stock,True,12
1057,Product_Furniture_1057,Furniture,Sofas,BrandH,Supplier5,239.4,612.75,60.93,12,93,WH-East,1.46,55x74x83,Orange,XL,Glass,,4355,2019-07-18,Limited Stock,False,36
1058,Product_Books_1058,Books,Fiction,BrandG,Supplier3,395.39,,62.48,,45,WH-West,10.59,57x66x61,White,One Size,Leather,4.6,1973,2024-10-18,Limited Stock,False,
1059,Product_Electronics_1059,Electronics,Cameras,BrandE,Supplier3,267.93,333.3,19.61,896,54,WH-Central,40.85,18x37x5,Blue,One Size,Mixed,2.8,1122,2023-09-30,Out of Stock,True,6
1060,Product_Electronics_1060,Electronics,Cameras,BrandD,Supplier4,87.64,229.11,61.75,210,99,WH-East,49.78,11x33x91,Orange,XL,Wood,4.3,731,2015-11-29,Out of Stock,True,6
1061,Product_Beauty_1061,Beauty,General,BrandF,Supplier1,50.15,119.71,58.11,552,53,WH-South,10.24,97x27x49,Silver,M,Cotton,,4335,2019-03-07,Out of Stock,False,0
1062,Product_Beauty_1062,Beauty,General,BrandG,Supplier3,91.61,126.94,27.83,965,69,WH-Central,16.23,74x8x46,Purple,XS,Mixed,1.1,2482,2016-02-03,Active,True,6
1063,Product_Furniture_1063,Furniture,Sofas,BrandD,Supplier5,267.34,426.5,,799,44,WH-South,40.69,25x52x46,Orange,XXL,Synthetic,3.7,127,2021-06-19,Limited Stock,False,0
1064,Product_Food_1064,Food,Beverages,BrandC,Supplier2,208.49,,41.43,903,24,WH-North,49.82,61x52x12,Purple,M,Wood,3.8,1951,,Out of Stock,False,12
1065,Product_Beauty_1065,Beauty,General,BrandB,Supplier1,385.0,902.04,57.32,315,45,WH-East,4.33,,Purple,XL,Mixed,4.9,3527,2020-09-05,Discontinued,True,36
1066,Product_Sports_1066,Sports,General,BrandH,Supplier3,141.0,278.35,49.34,274,14,WH-East,38.37,56x13x75,Silver,S,Synthetic,2.2,4874,2018-03-20,Discontinued,,6
1067,Product_Toys_1067,Toys,General,BrandF,Supplier1,450.52,799.4,43.64,794,89,WH-North,30.82,,Red,S,Glass,3.9,583,2024-07-25,Out of Stock,True,6
1068,Product_Garden_1068,Garden,General,BrandD,Supplier2,162.79,348.09,53.23,750,85,WH-North,1.91,33x50x23,Black,XL,Cotton,2.7,446,2015-01-12,Discontinued,True,24
1069,Product_Electronics_1069,Electronics,Phones,BrandA,Supplier4,175.1,234.22,25.24,456,51,WH-South,46.3,58x96x66,Pink,S,Cotton,3.5,4094,2019-03-27,Out of Stock,False,12
1070,Product_Books_1070,Books,Fiction,BrandC,Supplier1,149.27,229.91,35.07,430,84,WH-North,34.51,81x71x97,Orange,XXL,Plastic,3.8,2391,2017-12-11,Out of Stock,False,6
1071,Product_Toys_1071,Toys,General,BrandA,Supplier2,449.69,,41.22,362,58,WH-East,19.39,89x35x81,Black,S,Wood,3.9,790,2015-12-05,Out of Stock,True,24
1072,Product_Books_1072,Books,Comics,BrandG,Supplier3,50.26,126.46,60.26,144,52,WH-Central,12.2,98x66x5,,M,Synthetic,2.7,4357,2023-10-08,Out of Stock,True,36
1073,Product_Food_1073,Food,Fresh,BrandC,Supplier5,407.42,637.02,36.04,145,45,WH-East,9.31,,Purple,S,Metal,,2118,,Limited Stock,False,0
1074,Product_Clothing_1074,Clothing,Shoes,BrandH,Supplier4,144.26,330.04,56.29,967,57,WH-Central,40.46,92x94x100,Pink,L,Wood,3.6,55,2015-09-02,,True,24
1075,Product_Clothing_1075,Clothing,Shoes,,Supplier3,100.67,6988.89,98.56,531,,WH-North,30.51,10x26x83,White,S,Wood,4.5,389,2018-06-12,Limited Stock,True,24
1076,Product_Clothing_1076,Clothing,Dresses,BrandC,Supplier3,133.89,183.66,27.1,741,75,WH-South,8.86,51x90x51,White,S,Metal,4.4,167,2021-10-25,Active,True,6
1077,Product_Food_1077,Food,Snacks,BrandC,Supplier4,243.64,502.85,51.55,531,23,WH-South,20.1,63x86x26,Silver,XXL,Mixed,1.5,1279,2020-03-09,Limited Stock,True,12
1078,Product_Sports_1078,Sports,General,BrandD,Supplier5,223.74,270.64,17.33,24,53,WH-West,38.01,21x63x6,Red,S,Synthetic,3.4,797,2024-07-26,Out of Stock,True,36
1079,Product_Food_1079,Food,Frozen,BrandE,Supplier3,91.9,118.25,22.28,760,47,WH-West,1.46,67x57x98,Green,One Size,Glass,2.5,2206,,Limited Stock,False,36
1080,Product_Sports_1080,Sports,General,BrandB,Supplier4,131.84,279.63,52.85,750,67,WH-South,33.78,94x19x63,Black,,Mixed,2.4,,2024-12-25,Limited Stock,True,6
1081,Product_Furniture_1081,Furniture,Tables,BrandE,Supplier2,415.94,537.71,22.65,359,56,WH-East,37.92,11x82x56,Green,One Size,Glass,4.5,365,2016-04-01,Active,False,0
1082,Product_Beauty_1082,Beauty,General,BrandC,Supplier5,122.42,151.01,18.93,52,98,WH-North,,40x83x66,Pink,L,Glass,3.4,2321,2019-12-09,Active,False,6
1083,Product_Sports_1083,Sports,General,BrandF,Supplier2,21.89,33.91,35.45,708,62,WH-East,8.47,38x9x66,Orange,S,Wood,3.0,438,2016-09-30,Out of Stock,False,12
1084,Product_Food_1084,Food,Frozen,BrandG,Supplier2,271.79,497.08,45.32,502,58,WH-Central,21.24,37x99x13,Gold,,Wood,2.4,886,2019-02-17,Out of Stock,True,36
1085,Product_Home_1085,Home,General,BrandA,Supplier4,37.26,82.44,54.8,591,14,WH-Central,39.39,76x50x82,Green,S,Leather,2.0,3772,2022-08-13,Discontinued,True,0
1086,Product_Home_1086,Home,General,BrandE,Supplier5,121.74,214.45,43.23,264,89,WH-Central,11.55,74x8x66,Red,XXL,Mixed,3.3,3235,2022-05-22,,True,6
1087,Product_Clothing_1087,Clothing,Pants,BrandF,Supplier2,,331.78,16.92,176,53,WH-West,7.26,62x49x69,Red,L,Wood,,1107,2018-04-25,Active,False,24
1088,Product_Toys_1088,Toys,General,BrandD,Supplier5,149.27,377.05,60.41,718,71,WH-North,26.78,35x73x7,Blue,XS,Cotton,1.6,910,2015-09-14,Limited Stock,True,36
1089,Product_Sports_1089,Sports,General,BrandH,Supplier1,34.57,94.4,63.38,815,79,WH-Central,39.39,27x100x12,Red,XL,Metal,1.7,4511,2024-09-08,Out of Stock,False,24
1090,Product_Toys_1090,Toys,General,BrandB,Supplier2,40.55,97.61,58.46,593,48,WH-Central,49.52,75x29x16,Red,One Size,Synthetic,4.2,3018,,Active,False,36
1091,Product_Food_1091,Food,Frozen,BrandE,Supplier3,219.34,516.09,57.5,291,12,WH-East,19.4,37x52x87,,XL,Mixed,2.3,3622,2020-06-20,Out of Stock,True,0
1092,Product_Toys_1092,Toys,General,BrandE,Supplier1,160.46,236.91,32.27,528,98,WH-West,39.65,6x80x40,Gold,M,Mixed,,4051,2024-03-01,Limited Stock,False,
1093,Product_Sports_1093,Sports,General,BrandB,Supplier2,5.81,8.75,33.6,542,45,WH-South,22.87,31x83x25,,XS,Glass,3.1,727,2019-07-02,Active,False,12
1094,Product_Home_1094,Home,General,BrandA,Supplier4,52.45,130.86,,91,33,WH-West,31.07,52x74x74,Gold,S,Leather,,645,2024-06-22,Out of Stock,True,6
1095,Product_Books_1095,Books,Educational,BrandA,Supplier4,390.12,1089.88,64.21,446,91,WH-North,43.18,66x20x12,Pink,L,Leather,1.7,632,2020-07-07,Limited Stock,True,36
1096,Product_Books_1096,Books,Educational,BrandH,Supplier3,175.02,295.23,40.72,,71,WH-North,44.05,60x19x41,Blue,,Wood,3.9,3034,2022-07-15,Active,False,12
1097,Product_Beauty_1097,Beauty,General,BrandD,Supplier3,268.8,600.66,55.25,603,,WH-East,30.3,26x60x58,Green,XXL,Glass,3.0,4967,2021-04-29,Limited Stock,False,0
1098,Product_Toys_1098,Toys,General,BrandD,,187.82,547.57,65.7,833,70,WH-East,39.8,79x95x57,Pink,XXL,Cotton,4.0,527,2021-11-26,Limited Stock,False,24
1099,Product_Clothing_1099,Clothing,Pants,BrandF,Supplier1,141.74,197.33,28.17,586,43,WH-Central,30.26,36x86x93,Green,,Leather,3.5,515,2016-02-10,Active,False,12
1100,Product_Home_1100,Home,General,BrandC,Supplier1,142.05,375.17,62.14,779,55,WH-Central,3.85,43x65x9,Silver,L,Synthetic,3.7,432,2020-11-01,Out of Stock,False,
1101,Product_Electronics_1101,Electronics,Phones,BrandF,Supplier4,228.59,676.98,66.23,34,,WH-East,24.05,58x49x12,Green,XL,Plastic,4.8,4710,2018-07-28,Active,True,6
1102,Product_Clothing_1102,Clothing,Shirts,BrandB,Supplier3,492.11,991.05,50.34,280,25,WH-South,,91x75x69,Purple,One Size,,3.4,2846,2021-04-25,Out of Stock,True,0
1103,Product_Home_1103,Home,General,BrandG,Supplier1,146.8,334.97,56.18,568,78,WH-Central,22.05,41x54x57,White,XS,Cotton,2.9,2983,2024-03-20,Discontinued,True,6
1104,Product_Furniture_1104,Furniture,Chairs,BrandF,Supplier3,,150.65,64.39,861,60,WH-East,22.56,33x43x34,Pink,One Size,Leather,2.4,2508,2017-02-25,Limited Stock,True,24
1105,Product_Home_1105,Home,General,BrandD,Supplier2,,444.69,,369,90,WH-East,1.35,22x13x11,Orange,L,Glass,3.4,1535,2023-06-12,Limited Stock,True,6
1106,Product_Home_1106,Home,General,BrandA,Supplier4,,39.98,55.13,753,10,WH-Central,27.32,50x60x14,White,One Size,Cotton,,,2017-11-27,Out of Stock,False,12
1107,Product_Toys_1107,Toys,General,BrandC,Supplier4,429.31,941.47,54.4,227,66,WH-South,31.49,76x18x99,Gold,M,Leather,2.5,57,2024-08-29,Discontinued,True,12
1108,Product_Furniture_1108,Furniture,Chairs,BrandB,Supplier4,277.51,714.11,61.14,965,100,WH-North,36.85,96x47x43,,L,Glass,4.6,4362,2022-04-09,Discontinued,True,36
1109,Product_Home_1109,Home,General,BrandG,Supplier5,158.01,282.17,44.0,577,25,WH-East,12.15,28x14x14,Purple,S,Wood,,968,2023-08-09,Discontinued,False,36
1110,Product_Toys_1110,Toys,General,BrandE,Supplier1,,406.87,,660,88,WH-North,40.92,27x69x9,Green,XXL,Leather,4.3,587,2019-06-18,Limited Stock,True,12
1111,Product_Home_1111,Home,General,BrandD,Supplier3,26.79,53.31,49.75,489,10,WH-Central,10.53,34x79x12,Gold,XS,Metal,2.3,989,2019-12-13,Out of Stock,False,6
1112,Product_Clothing_1112,Clothing,,BrandA,Supplier4,231.59,546.35,57.61,,12,WH-Central,14.69,42x35x39,White,XL,Synthetic,1.6,3340,2021-06-16,Limited Stock,False,36
1113,Product_Home_1113,Home,General,BrandD,Supplier5,217.09,286.01,24.1,18,,WH-East,15.71,16x31x36,,XS,Glass,4.5,996,2019-07-23,Discontinued,True,24
1114,Product_Home_1114,Home,General,BrandH,,50.75,104.26,51.32,990,19,WH-North,48.63,46x67x75,White,,Mixed,1.7,1938,,Out of Stock,True,36
1115,Product_Food_1115,Food,Beverages,BrandE,Supplier1,116.61,321.91,63.78,186,78,WH-East,22.91,99x76x80,Silver,XS,Cotton,1.5,4430,2023-05-18,Active,False,36
1116,Product_Toys_1116,Toys,General,BrandC,Supplier2,233.64,374.44,37.6,665,77,WH-West,11.33,24x25x60,Red,M,Leather,3.4,542,2023-04-19,Active,True,36
1117,Product_Books_1117,Books,Non-Fiction,BrandE,Supplier5,360.08,567.63,36.56,165,56,WH-East,22.34,7x79x34,Blue,XXL,Glass,4.1,132,2020-09-14,Limited Stock,False,36
1118,Product_Home_1118,Home,General,BrandD,Supplier2,379.19,1007.44,62.36,513,44,WH-Central,30.6,27x43x37,Blue,One Size,Mixed,,3435,2015-12-07,Discontinued,True,0
1119,Product_Beauty_1119,Beauty,General,BrandB,Supplier4,310.88,622.44,50.05,636,71,WH-West,47.32,50x52x54,Red,S,Plastic,4.4,860,2016-11-29,Active,False,6
1120,Product_Home_1120,Home,General,BrandG,Supplier3,43.55,101.14,56.94,576,23,WH-North,7.85,93x54x42,Black,L,Metal,2.4,950,2017-08-29,Active,True,6
1121,Product_Garden_1121,Garden,General,BrandH,Supplier4,91.6,181.09,49.42,548,38,WH-West,14.88,70x62x42,Red,L,Glass,2.3,943,2020-05-22,Discontinued,True,36
1122,Product_Electronics_1122,Electronics,Tablets,BrandF,Supplier4,195.96,320.87,38.93,349,48,,32.93,37x56x81,Pink,XL,Plastic,1.2,1210,2018-08-21,Limited Stock,False,0
1123,Product_Home_1123,Home,General,BrandH,Supplier3,95.46,258.66,63.09,491,46,WH-Central,,23x9x59,Black,XXL,Plastic,2.1,2410,2023-10-12,Limited Stock,True,36
1124,Product_Clothing_1124,Clothing,Dresses,BrandD,Supplier5,373.17,792.93,52.94,490,33,WH-South,5.33,52x41x9,Orange,One Size,Synthetic,1.5,4308,2021-09-14,Out of Stock,True,36
1125,Product_Food_1125,Food,Snacks,BrandH,Supplier1,265.57,361.35,26.51,825,73,WH-South,20.95,92x44x23,Pink,L,Metal,4.4,1295,2016-07-14,Discontinued,True,36
1126,Product_Electronics_1126,Electronics,Tablets,,Supplier3,82.25,238.27,65.48,622,99,WH-North,25.76,,Blue,XL,Metal,1.1,3618,2022-05-03,Limited Stock,,0
1127,Product_Books_1127,Books,Non-Fiction,BrandG,Supplier4,336.64,419.85,19.82,747,20,WH-South,35.15,37x80x41,,One Size,,1.5,4609,2016-03-30,Limited Stock,True,12
1128,Product_Food_1128,Food,Frozen,BrandG,Supplier3,113.26,335.03,66.19,853,,WH-West,4.13,25x27x41,Black,XS,Glass,3.2,,2019-07-01,Limited Stock,True,6
1129,Product_Books_1129,Books,Educational,BrandF,Supplier3,244.5,717.83,65.94,886,48,WH-South,40.65,13x56x78,Red,S,Plastic,3.9,4471,,Limited Stock,True,0
1130,Product_Sports_1130,Sports,General,BrandE,Supplier5,283.79,646.24,56.09,250,90,WH-Central,15.83,68x68x30,Gold,XXL,Cotton,,3363,2017-11-22,Active,False,24
1131,Product_Electronics_1131,Electronics,Laptops,BrandG,,96.44,260.14,,826,16,WH-South,13.8,86x53x60,Red,XS,Plastic,4.4,,2021-11-14,Active,True,0
1132,Product_Home_1132,Home,General,BrandB,Supplier2,280.18,522.26,46.35,449,100,WH-West,49.65,23x6x25,Black,XS,Mixed,2.0,,2020-08-13,Active,False,24
1133,Product_Books_1133,Books,Comics,BrandB,Supplier4,479.13,617.67,22.43,466,20,WH-East,34.02,42x25x76,Black,L,Plastic,1.9,871,2019-09-11,Limited Stock,True,6
1134,Product_Electronics_1134,Electronics,Laptops,BrandC,Supplier5,444.12,1230.0,63.89,539,59,WH-West,2.4,65x38x68,Pink,XL,Glass,2.1,3667,2015-04-28,Limited Stock,True,24
1135,Product_Books_1135,Books,Fiction,BrandB,,107.43,319.52,66.38,14,41,WH-South,,39x37x34,Blue,One Size,Plastic,3.6,2550,2018-02-10,Active,True,0
1136,Product_Clothing_1136,Clothing,Pants,BrandG,Supplier3,248.09,413.86,40.05,9,51,WH-South,42.65,86x80x59,Black,L,,1.3,4658,2020-06-25,Discontinued,False,24
1137,Product_Beauty_1137,Beauty,General,BrandH,Supplier2,58.79,79.51,26.06,438,92,WH-West,5.21,18x57x94,Orange,S,Wood,2.6,1195,2017-08-04,Out of Stock,True,0
1138,Product_Clothing_1138,Clothing,Shirts,BrandE,Supplier1,68.62,178.07,61.46,422,97,WH-North,32.23,55x74x50,Red,XXL,Synthetic,3.5,4433,2018-05-26,Out of Stock,False,6
1139,Product_Food_1139,Food,Frozen,BrandF,Supplier5,,211.96,40.07,274,78,WH-East,36.95,97x33x70,Pink,XS,Synthetic,4.8,1407,2018-05-24,Discontinued,False,6
1140,Product_Electronics_1140,Electronics,Tablets,BrandH,Supplier3,288.4,541.81,46.77,908,61,WH-Central,36.37,78x53x85,Silver,One Size,Mixed,3.2,1687,2018-04-17,Limited Stock,False,
1141,Product_Beauty_1141,Beauty,General,BrandD,Supplier3,480.85,763.38,37.01,511,18,WH-East,24.77,75x29x80,Gold,XXL,Leather,3.3,893,2015-05-30,Active,True,6
1142,Product_Food_1142,Food,Beverages,BrandE,Supplier4,241.46,535.91,54.94,779,24,WH-South,26.13,70x64x14,Green,One Size,Metal,2.1,4566,2021-10-24,Limited Stock,False,36
1143,Product_Sports_1143,Sports,General,BrandF,Supplier5,459.38,551.75,16.74,347,98,WH-East,45.09,38x21x76,,XS,Glass,1.8,1851,2022-08-14,Out of Stock,True,12
1144,Product_Home_1144,Home,General,BrandG,Supplier4,129.45,6451.9,97.99,294,14,WH-West,35.27,77x19x89,Pink,M,,4.8,1580,2018-03-25,Out of Stock,False,6
